Entity,Code,Year,Wind generation - TWh
Israel,ISR,2002,0.011
Israel,ISR,2003,0.012
Israel,ISR,2004,0.011
Israel,ISR,2005,0.011
Israel,ISR,2006,0.01
Israel,ISR,2007,0.01
Israel,ISR,2008,0.009
Israel,ISR,2009,0.009
Israel,ISR,2010,0.008
Israel,ISR,2011,0.007
Israel,ISR,2012,0.006
Israel,ISR,2013,0.006
Israel,ISR,2014,0.0414
Israel,ISR,2015,0.0066
Israel,ISR,2016,0.03192
Israel,ISR,2017,0.035344
Israel,ISR,2018,0.0453128
Israel,ISR,2019,0.04825536
Israel,ISR,2020,0.059257664
Israel,ISR,2021,0.034503717
Israel,ISR,2022,0.034503717
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.002
Italy,ITA,1990,0.001919192
Italy,ITA,1991,0.002878788
Italy,ITA,1992,0.001919192
Italy,ITA,1993,0.003838384
Italy,ITA,1994,0.006717172
Italy,ITA,1995,0.008636364
Italy,ITA,1996,0.031666666
Italy,ITA,1997,0.118
Italy,ITA,1998,0.232
Italy,ITA,1999,0.403
Italy,ITA,2000,0.563
Italy,ITA,2001,1.179
Italy,ITA,2002,1.404
Italy,ITA,2003,1.458
Italy,ITA,2004,1.847
Italy,ITA,2005,2.343
Italy,ITA,2006,2.971
Italy,ITA,2007,4.034
Italy,ITA,2008,4.861
Italy,ITA,2009,6.543
Italy,ITA,2010,9.1259
Italy,ITA,2011,9.8564
Italy,ITA,2012,13.4071
Italy,ITA,2013,14.897
Italy,ITA,2014,15.1783
Italy,ITA,2015,14.8439
Italy,ITA,2016,17.6887
Italy,ITA,2017,17.7419
Italy,ITA,2018,17.7164
Italy,ITA,2019,20.202
Italy,ITA,2020,18.7616
Italy,ITA,2021,20.9273
Italy,ITA,2022,20.662397
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0
Japan,JPN,1991,0
Japan,JPN,1992,0
Japan,JPN,1993,0.000959596
Japan,JPN,1994,0.000959596
Japan,JPN,1995,0.000959596
Japan,JPN,1996,0.001919192
Japan,JPN,1997,0.000959596
Japan,JPN,1998,0.007070707
Japan,JPN,1999,0.036363635
Japan,JPN,2000,0.109
Japan,JPN,2001,0.252
Japan,JPN,2002,0.413
Japan,JPN,2003,0.832
Japan,JPN,2004,1.44
Japan,JPN,2005,1.91
Japan,JPN,2006,2.135
Japan,JPN,2007,2.74
Japan,JPN,2008,2.945
Japan,JPN,2009,3.4273024
Japan,JPN,2010,3.925729
Japan,JPN,2011,4.459041
Japan,JPN,2012,4.727417
Japan,JPN,2013,5.133169
Japan,JPN,2014,5.013972
Japan,JPN,2015,5.2228065
Japan,JPN,2016,5.340769
Japan,JPN,2017,5.8271704
Japan,JPN,2018,6.4448814
Japan,JPN,2019,6.748665
Japan,JPN,2020,7.819281
Japan,JPN,2021,8.249907
Japan,JPN,2022,8.173184
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0.000147
Kazakhstan,KAZ,2012,0.002665
Kazakhstan,KAZ,2013,0.0045487
Kazakhstan,KAZ,2014,0.0132652
Kazakhstan,KAZ,2015,0.1317223
Kazakhstan,KAZ,2016,0.2749828
Kazakhstan,KAZ,2017,0.3397637
Kazakhstan,KAZ,2018,0.3853151
Kazakhstan,KAZ,2019,0.7071334
Kazakhstan,KAZ,2020,1.0286614
Kazakhstan,KAZ,2021,1.7466646
Kazakhstan,KAZ,2022,2.5305643
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Kuwait,KWT,2017,0.00196
Kuwait,KWT,2018,0.00196
Kuwait,KWT,2019,0.003642
Kuwait,KWT,2020,0.004767
Kuwait,KWT,2021,0.004753975
Kuwait,KWT,2022,0.004753975
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0.001
Latvia,LVA,1997,0.002
Latvia,LVA,1998,0.002
Latvia,LVA,1999,0.002
Latvia,LVA,2000,0.005
Latvia,LVA,2001,0.003
Latvia,LVA,2002,0.011
Latvia,LVA,2003,0.048
Latvia,LVA,2004,0.049
Latvia,LVA,2005,0.047
Latvia,LVA,2006,0.046
Latvia,LVA,2007,0.053
Latvia,LVA,2008,0.058
Latvia,LVA,2009,0.048
Latvia,LVA,2010,0.049
Latvia,LVA,2011,0.071
Latvia,LVA,2012,0.108
Latvia,LVA,2013,0.119
Latvia,LVA,2014,0.101
Latvia,LVA,2015,0.147
Latvia,LVA,2016,0.13
Latvia,LVA,2017,0.15
Latvia,LVA,2018,0.122038
Latvia,LVA,2019,0.153999
Latvia,LVA,2020,0.176842
Latvia,LVA,2021,0.141436
Latvia,LVA,2022,0.19473073
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0.0012
Lithuania,LTU,2005,0.0018
Lithuania,LTU,2006,0.0137
Lithuania,LTU,2007,0.1061
Lithuania,LTU,2008,0.1311
Lithuania,LTU,2009,0.1577
Lithuania,LTU,2010,0.224
Lithuania,LTU,2011,0.475
Lithuania,LTU,2012,0.5401
Lithuania,LTU,2013,0.6027
Lithuania,LTU,2014,0.6391
Lithuania,LTU,2015,0.8103
Lithuania,LTU,2016,1.1359
Lithuania,LTU,2017,1.3638
Lithuania,LTU,2018,1.145
Lithuania,LTU,2019,1.4994
Lithuania,LTU,2020,1.5517
Lithuania,LTU,2021,1.3617
Lithuania,LTU,2022,1.5121667
Lower-middle-income countries,,1965,0
Lower-middle-income countries,,1966,0
Lower-middle-income countries,,1967,0
Lower-middle-income countries,,1968,0
Lower-middle-income countries,,1969,0
Lower-middle-income countries,,1970,0
Lower-middle-income countries,,1971,0
Lower-middle-income countries,,1972,0
Lower-middle-income countries,,1973,0
Lower-middle-income countries,,1974,0
Lower-middle-income countries,,1975,0
Lower-middle-income countries,,1976,0
Lower-middle-income countries,,1977,0
Lower-middle-income countries,,1978,0
Lower-middle-income countries,,1979,0
Lower-middle-income countries,,1980,0
Lower-middle-income countries,,1981,0
Lower-middle-income countries,,1982,0
Lower-middle-income countries,,1983,0
Lower-middle-income countries,,1984,0
Lower-middle-income countries,,1985,0
Lower-middle-income countries,,1986,0
Lower-middle-income countries,,1987,0
Lower-middle-income countries,,1988,0
Lower-middle-income countries,,1989,0
Lower-middle-income countries,,1990,0.03030303
Lower-middle-income countries,,1991,0.11291
Lower-middle-income countries,,1992,0.08847
Lower-middle-income countries,,1993,0.09477
Lower-middle-income countries,,1994,0.19128
Lower-middle-income countries,,1995,0.49647
Lower-middle-income countries,,1996,0.87838
Lower-middle-income countries,,1997,0.988
Lower-middle-income countries,,1998,1.082
Lower-middle-income countries,,1999,1.4994999
Lower-middle-income countries,,2000,1.7724
Lower-middle-income countries,,2001,2.523
Lower-middle-income countries,,2002,2.5473058
Lower-middle-income countries,,2003,3.1552858
Lower-middle-income countries,,2004,6.010386
Lower-middle-income countries,,2005,6.836186
Lower-middle-income countries,,2006,10.343002
Lower-middle-income countries,,2007,12.871805
Lower-middle-income countries,,2008,15.916511
Lower-middle-income countries,,2009,18.056793
Lower-middle-income countries,,2010,21.907661
Lower-middle-income countries,,2011,26.671139
Lower-middle-income countries,,2012,30.35956
Lower-middle-income countries,,2013,34.182175
Lower-middle-income countries,,2014,38.54988
Lower-middle-income countries,,2015,40.27542
Lower-middle-income countries,,2016,52.428333
Lower-middle-income countries,,2017,62.672504
Lower-middle-income countries,,2018,74.08086
Lower-middle-income countries,,2019,81.509995
Lower-middle-income countries,,2020,80.312325
Lower-middle-income countries,,2021,91.7551
Lower-middle-income countries,,2022,97.8857
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0.003
Luxembourg,LUX,1998,0.011
Luxembourg,LUX,1999,0.018
Luxembourg,LUX,2000,0.024743
Luxembourg,LUX,2001,0.02374
Luxembourg,LUX,2002,0.024479
Luxembourg,LUX,2003,0.026168
Luxembourg,LUX,2004,0.039399
Luxembourg,LUX,2005,0.052251
Luxembourg,LUX,2006,0.057986
Luxembourg,LUX,2007,0.064286
Luxembourg,LUX,2008,0.060589
Luxembourg,LUX,2009,0.063472
Luxembourg,LUX,2010,0.055083
Luxembourg,LUX,2011,0.06405
Luxembourg,LUX,2012,0.077466
Luxembourg,LUX,2013,0.083027
Luxembourg,LUX,2014,0.079876
Luxembourg,LUX,2015,0.101848
Luxembourg,LUX,2016,0.101486
Luxembourg,LUX,2017,0.234823
Luxembourg,LUX,2018,0.254575
Luxembourg,LUX,2019,0.281283
Luxembourg,LUX,2020,0.351135
Luxembourg,LUX,2021,0.314313
Luxembourg,LUX,2022,0.33469138
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0
Malaysia,MYS,2014,0
Malaysia,MYS,2015,0
Malaysia,MYS,2016,0
Malaysia,MYS,2017,0
Malaysia,MYS,2018,0
Malaysia,MYS,2019,0
Malaysia,MYS,2020,0
Malaysia,MYS,2021,0
Malaysia,MYS,2022,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.001
Mexico,MEX,1991,0.001
Mexico,MEX,1992,0.001
Mexico,MEX,1993,0.001
Mexico,MEX,1994,0.005
Mexico,MEX,1995,0.007
Mexico,MEX,1996,0.006
Mexico,MEX,1997,0.012
Mexico,MEX,1998,0.015
Mexico,MEX,1999,0.017
Mexico,MEX,2000,0.019
Mexico,MEX,2001,0.018
Mexico,MEX,2002,0.021
Mexico,MEX,2003,0.019
Mexico,MEX,2004,0.02
Mexico,MEX,2005,0.019
Mexico,MEX,2006,0.045
Mexico,MEX,2007,0.248
Mexico,MEX,2008,0.255
Mexico,MEX,2009,0.59635276
Mexico,MEX,2010,1.2391111
Mexico,MEX,2011,1.6483214
Mexico,MEX,2012,3.6883104
Mexico,MEX,2013,4.184544
Mexico,MEX,2014,6.4261966
Mexico,MEX,2015,8.745094
Mexico,MEX,2016,10.378095
Mexico,MEX,2017,10.6197815
Mexico,MEX,2018,12.43525
Mexico,MEX,2019,16.72691
Mexico,MEX,2020,19.70289
Mexico,MEX,2021,21.07487
Mexico,MEX,2022,20.317032
Middle Africa (EI),,1980,0
Middle Africa (EI),,1981,0
Middle Africa (EI),,1982,0
Middle Africa (EI),,1983,0
Middle Africa (EI),,1984,0
Middle Africa (EI),,1985,0
Middle Africa (EI),,1986,0
Middle Africa (EI),,1987,0
Middle Africa (EI),,1988,0
Middle Africa (EI),,1989,0
Middle Africa (EI),,1990,0
Middle Africa (EI),,1991,0
Middle Africa (EI),,1992,0
Middle Africa (EI),,1993,0
Middle Africa (EI),,1994,0
Middle Africa (EI),,1995,0
Middle Africa (EI),,1996,0
Middle Africa (EI),,1997,0
Middle Africa (EI),,1998,0
Middle Africa (EI),,1999,0
Middle Africa (EI),,2000,0
Middle Africa (EI),,2001,0
Middle Africa (EI),,2002,0
Middle Africa (EI),,2003,0
Middle Africa (EI),,2004,0
Middle Africa (EI),,2005,0
Middle Africa (EI),,2006,0
Middle Africa (EI),,2007,0
Middle Africa (EI),,2008,0
Middle Africa (EI),,2009,0
Middle Africa (EI),,2010,0
Middle Africa (EI),,2011,0
Middle Africa (EI),,2012,0
Middle Africa (EI),,2013,0
Middle Africa (EI),,2014,0
Middle Africa (EI),,2015,0
Middle Africa (EI),,2016,0.0089
Middle Africa (EI),,2017,0.0089
Middle Africa (EI),,2018,0.0089
Middle Africa (EI),,2019,0.0089
Middle Africa (EI),,2020,0.0089
Middle Africa (EI),,2021,0.008875683
Middle Africa (EI),,2022,0.008875683
Middle East (EI),,1971,0
Middle East (EI),,1972,0
Middle East (EI),,1973,0
Middle East (EI),,1974,0
Middle East (EI),,1975,0
Middle East (EI),,1976,0
Middle East (EI),,1977,0
Middle East (EI),,1978,0
Middle East (EI),,1979,0
Middle East (EI),,1980,0
Middle East (EI),,1981,0
Middle East (EI),,1982,0
Middle East (EI),,1983,0
Middle East (EI),,1984,0
Middle East (EI),,1985,0
Middle East (EI),,1986,0
Middle East (EI),,1987,0
Middle East (EI),,1988,0
Middle East (EI),,1989,0
Middle East (EI),,1990,0.001
Middle East (EI),,1991,0.001
Middle East (EI),,1992,0.001
Middle East (EI),,1993,0.001
Middle East (EI),,1994,0.001
Middle East (EI),,1995,0.001
Middle East (EI),,1996,0.001
Middle East (EI),,1997,0.003
Middle East (EI),,1998,0.003
Middle East (EI),,1999,0.038
Middle East (EI),,2000,0.0395
Middle East (EI),,2001,0.0467
Middle East (EI),,2002,0.0443
Middle East (EI),,2003,0.0426
Middle East (EI),,2004,0.0614
Middle East (EI),,2005,0.086
Middle East (EI),,2006,0.1394
Middle East (EI),,2007,0.155
Middle East (EI),,2008,0.2101
Middle East (EI),,2009,0.2405
Middle East (EI),,2010,0.1823
Middle East (EI),,2011,0.2243
Middle East (EI),,2012,0.2953
Middle East (EI),,2013,0.235789
Middle East (EI),,2014,0.255078
Middle East (EI),,2015,0.280489
Middle East (EI),,2016,0.58722
Middle East (EI),,2017,0.817473
Middle East (EI),,2018,1.5113418
Middle East (EI),,2019,1.6654423
Middle East (EI),,2020,2.6810758
Middle East (EI),,2021,2.8922827
Middle East (EI),,2022,2.9890432
Morocco,MAR,1965,0
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0.064
Morocco,MAR,2001,0.2058
Morocco,MAR,2002,0.1939
Morocco,MAR,2003,0.2028
Morocco,MAR,2004,0.1989
Morocco,MAR,2005,0.2063
Morocco,MAR,2006,0.1832
Morocco,MAR,2007,0.2789
Morocco,MAR,2008,0.2982
Morocco,MAR,2009,0.3911
Morocco,MAR,2010,0.6588
Morocco,MAR,2011,0.6922
Morocco,MAR,2012,0.728
Morocco,MAR,2013,1.2149
Morocco,MAR,2014,1.9238
Morocco,MAR,2015,2.5194
Morocco,MAR,2016,3.0001
Morocco,MAR,2017,3.0349
Morocco,MAR,2018,3.840743
Morocco,MAR,2019,4.69919
Morocco,MAR,2020,4.591891
Morocco,MAR,2021,5.10667
Morocco,MAR,2022,5.355879
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0.001
Netherlands,NLD,1987,0.002
Netherlands,NLD,1988,0.016
Netherlands,NLD,1989,0.023
Netherlands,NLD,1990,0.056
Netherlands,NLD,1991,0.088
Netherlands,NLD,1992,0.147
Netherlands,NLD,1993,0.174
Netherlands,NLD,1994,0.238
Netherlands,NLD,1995,0.317
Netherlands,NLD,1996,0.437
Netherlands,NLD,1997,0.475
Netherlands,NLD,1998,0.64
Netherlands,NLD,1999,0.645
Netherlands,NLD,2000,0.829
Netherlands,NLD,2001,0.825
Netherlands,NLD,2002,0.946
Netherlands,NLD,2003,1.318
Netherlands,NLD,2004,1.867
Netherlands,NLD,2005,2.067
Netherlands,NLD,2006,2.734
Netherlands,NLD,2007,3.437
Netherlands,NLD,2008,4.258333
Netherlands,NLD,2009,4.583333
Netherlands,NLD,2010,3.993056
Netherlands,NLD,2011,5.100171
Netherlands,NLD,2012,4.981829
Netherlands,NLD,2013,5.627148
Netherlands,NLD,2014,5.797334
Netherlands,NLD,2015,7.549858
Netherlands,NLD,2016,8.170446
Netherlands,NLD,2017,10.568801
Netherlands,NLD,2018,10.548511
Netherlands,NLD,2019,11.457694
Netherlands,NLD,2020,15.277726
Netherlands,NLD,2021,18.004852
Netherlands,NLD,2022,21.151827
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0.000690909
New Zealand,NZL,1993,0.000985859
New Zealand,NZL,1994,0.001010101
New Zealand,NZL,1995,0.001010101
New Zealand,NZL,1996,0.008326263
New Zealand,NZL,1997,0.013593556
New Zealand,NZL,1998,0.022069696
New Zealand,NZL,1999,0.03899293
New Zealand,NZL,2000,0.120208085
New Zealand,NZL,2001,0.13898788
New Zealand,NZL,2002,0.15548317
New Zealand,NZL,2003,0.14654097
New Zealand,NZL,2004,0.36153665
New Zealand,NZL,2005,0.6143859
New Zealand,NZL,2006,0.6222169
New Zealand,NZL,2007,0.92987984
New Zealand,NZL,2008,1.0584577
New Zealand,NZL,2009,1.4764609
New Zealand,NZL,2010,1.6371758
New Zealand,NZL,2011,1.9572189
New Zealand,NZL,2012,2.0791955
New Zealand,NZL,2013,2.0218704
New Zealand,NZL,2014,2.210925
New Zealand,NZL,2015,2.36413
New Zealand,NZL,2016,2.3407655
New Zealand,NZL,2017,2.091049
New Zealand,NZL,2018,2.0679657
New Zealand,NZL,2019,2.2556674
New Zealand,NZL,2020,2.3052657
New Zealand,NZL,2021,2.6427183
New Zealand,NZL,2022,2.8655121
Non-OECD (EI),,1965,0
Non-OECD (EI),,1966,0
Non-OECD (EI),,1967,0
Non-OECD (EI),,1968,0
Non-OECD (EI),,1969,0
Non-OECD (EI),,1970,0
Non-OECD (EI),,1971,0
Non-OECD (EI),,1972,0
Non-OECD (EI),,1973,0
Non-OECD (EI),,1974,0
Non-OECD (EI),,1975,0
Non-OECD (EI),,1976,0
Non-OECD (EI),,1977,0
Non-OECD (EI),,1978,0
Non-OECD (EI),,1979,0
Non-OECD (EI),,1980,0
Non-OECD (EI),,1981,0
Non-OECD (EI),,1982,0
Non-OECD (EI),,1983,0
Non-OECD (EI),,1984,0
Non-OECD (EI),,1985,0
Non-OECD (EI),,1986,0
Non-OECD (EI),,1987,0
Non-OECD (EI),,1988,0
Non-OECD (EI),,1989,0
Non-OECD (EI),,1990,0.034333333
Non-OECD (EI),,1991,0.12300091
Non-OECD (EI),,1992,0.22078313
Non-OECD (EI),,1993,0.31203565
Non-OECD (EI),,1994,0.5899073
Non-OECD (EI),,1995,1.1282852
Non-OECD (EI),,1996,1.0020291
Non-OECD (EI),,1997,1.228866
Non-OECD (EI),,1998,1.5017252
Non-OECD (EI),,1999,2.039237
Non-OECD (EI),,2000,2.4846184
Non-OECD (EI),,2001,3.4332879
Non-OECD (EI),,2002,3.6532946
Non-OECD (EI),,2003,4.4481163
Non-OECD (EI),,2004,7.644336
Non-OECD (EI),,2005,9.267362
Non-OECD (EI),,2006,14.925485
Non-OECD (EI),,2007,19.884392
Non-OECD (EI),,2008,31.309612
Non-OECD (EI),,2009,48.644585
Non-OECD (EI),,2010,76.53707
Non-OECD (EI),,2011,108.65574
Non-OECD (EI),,2012,146.45302
Non-OECD (EI),,2013,191.17368
Non-OECD (EI),,2014,226.10971
Non-OECD (EI),,2015,270.82184
Non-OECD (EI),,2016,353.0426
Non-OECD (EI),,2017,441.80853
Non-OECD (EI),,2018,523.27826
Non-OECD (EI),,2019,588.3415
Non-OECD (EI),,2020,656.62994
Non-OECD (EI),,2021,882.0427
Non-OECD (EI),,2022,1011.1609
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.002694949
North America,,1984,0.006555556
North America,,1985,0.0068202023
North America,,1986,0.005231313
North America,,1987,0.0045767683
North America,,1988,0.001879798
North America,,1989,2.1343768
North America,,1990,2.819687
North America,,1991,2.9836779
North America,,1992,2.9766898
North America,,1993,3.097906
North America,,1994,3.5537062
North America,,1995,3.2699928
North America,,1996,3.3421018
North America,,1997,3.403269
North America,,1998,3.1423817
North America,,1999,4.7237663
North America,,2000,5.9723086
North America,,2001,7.2004623
North America,,2002,10.945788
North America,,2003,12.074162
North America,,2004,15.346923
North America,,2005,19.683569
North America,,2006,29.498556
North America,,2007,38.18174
North America,,2008,60.10481
North America,,2009,82.06372
North America,,2010,105.85268
North America,,2011,133.57785
North America,,2012,157.77614
North America,,2013,185.78969
North America,,2014,203.7296
North America,,2015,229.44693
North America,,2016,271.68225
North America,,2017,300.2541
North America,,2018,322.7365
North America,,2019,350.29514
North America,,2020,398.97104
North America,,2021,440.15503
North America,,2022,499.28052
North America (EI),,1971,0
North America (EI),,1972,0
North America (EI),,1973,0
North America (EI),,1974,0
North America (EI),,1975,0
North America (EI),,1976,0
North America (EI),,1977,0
North America (EI),,1978,0
North America (EI),,1979,0
North America (EI),,1980,0
North America (EI),,1981,0
North America (EI),,1982,0
North America (EI),,1983,0.002694949
North America (EI),,1984,0.006555556
North America (EI),,1985,0.006820202
North America (EI),,1986,0.005231313
North America (EI),,1987,0.004576768
North America (EI),,1988,0.001879798
North America (EI),,1989,2.1343768
North America (EI),,1990,2.819687
North America (EI),,1991,2.9836779
North America (EI),,1992,2.9766898
North America (EI),,1993,3.0961888
North America (EI),,1994,3.5459282
North America (EI),,1995,3.2622151
North America (EI),,1996,3.3347363
North America (EI),,1997,3.3952475
North America (EI),,1998,3.1332586
North America (EI),,1999,4.7123313
North America (EI),,2000,5.932759
North America (EI),,2001,7.1523848
North America (EI),,2002,10.884869
North America (EI),,2003,12.009471
North America (EI),,2004,15.251607
North America (EI),,2005,19.576908
North America (EI),,2006,29.37578
North America (EI),,2007,38.053185
North America (EI),,2008,59.965836
North America (EI),,2009,81.87046
